"code","oop_poorest","oop_poorer","oop_middle","oop_richer","oop_richest"
"AGO",0.1663,0.0515,0.0374,0.0259,0.0314
"AGO",0.1617,0.0436,0.0374,0.0254,0.0302
"AGO",0.1573,0.0466,0.0384,0.024,0.0281
"AGO",0.1631,0.0477,0.0384,0.0245,0.0277
"AGO",0.1575,0.0459,0.0356,0.0252,0.0308
"AGO",0.1622,0.0539,0.0377,0.027,0.0356
"AGO",0.1539,0.0453,0.0357,0.0247,0.0305
"AGO",0.1596,0.0492,0.0335,0.0244,0.0281
"AGO",0.1647,0.0494,0.0355,0.0277,0.0321
"AGO",0.1596,0.0435,0.031,0.0244,0.0267
"AGO",0.1538,0.0439,0.035,0.0266,0.0285
"AGO",0.1585,0.0463,0.0328,0.0251,0.0304
"AGO",0.1611,0.0461,0.0354,0.0259,0.0296
"AGO",0.1593,0.0515,0.0366,0.0238,0.0283
"AGO",0.1556,0.0468,0.0333,0.0256,0.0317
"AGO",0.1572,0.052,0.0348,0.0225,0.0334
"AGO",0.164,0.0489,0.0332,0.0303,0.03
"AGO",0.1644,0.0453,0.0313,0.0257,0.0303
"AGO",0.1577,0.0414,0.0356,0.0244,0.0324
"AGO",0.1551,0.0458,0.0322,0.0241,0.0274
"AGO",0.1649,0.0475,0.0367,0.0274,0.0336
"AGO",0.1642,0.0539,0.0352,0.0237,0.032
"AGO",0.1631,0.047,0.0334,0.0259,0.0294
"AGO",0.1652,0.0473,0.035,0.0266,0.0312
"AGO",0.1579,0.0429,0.0322,0.0237,0.0271
"AGO",0.1618,0.0472,0.0372,0.0261,0.0306
"AGO",0.1642,0.0479,0.0401,0.0279,0.0309
"AGO",0.1627,0.0471,0.0331,0.0229,0.0332
"AGO",0.1568,0.0512,0.0366,0.0275,0.0279
"AGO",0.1584,0.0475,0.0384,0.0258,0.0317
"AGO",0.1592,0.0481,0.0398,0.0262,0.0297
"AGO",0.1587,0.0442,0.0405,0.0237,0.0326
"AGO",0.1598,0.0466,0.0364,0.0256,0.033
"AGO",0.1613,0.0478,0.0352,0.025,0.0289
"AGO",0.1645,0.0484,0.0349,0.0241,0.0299
"AGO",0.1731,0.0487,0.0357,0.0278,0.0296
"AGO",0.1548,0.0463,0.0326,0.0255,0.0302
"AGO",0.1682,0.0405,0.0329,0.0268,0.0327
"AGO",0.1677,0.0464,0.0344,0.031,0.0319
"AGO",0.1634,0.048,0.0334,0.025,0.0297
"AGO",0.1614,0.0461,0.0329,0.0225,0.029
"AGO",0.1687,0.0515,0.0362,0.0245,0.0314
"AGO",0.1636,0.0457,0.0366,0.0255,0.0312
"AGO",0.1669,0.0516,0.0322,0.0284,0.0281
"AGO",0.1664,0.0455,0.0354,0.0271,0.0292
"AGO",0.1581,0.0449,0.0305,0.0254,0.035
"AGO",0.1578,0.0471,0.0317,0.0264,0.0292
"AGO",0.1552,0.0463,0.0345,0.0245,0.0296
"AGO",0.1555,0.0528,0.0359,0.0247,0.0298
"AGO",0.1633,0.0468,0.0367,0.0245,0.0306
"AGO",0.1549,0.045,0.0342,0.0238,0.0314
"AGO",0.1564,0.0503,0.0336,0.021,0.0253
"AGO",0.1563,0.0518,0.0356,0.0249,0.0337
"AGO",0.1535,0.0495,0.0361,0.0233,0.0304
"AGO",0.1582,0.0462,0.0362,0.0247,0.0269
"AGO",0.1635,0.0491,0.038,0.0284,0.0271
"AGO",0.1645,0.049,0.0356,0.0253,0.0303
"AGO",0.1681,0.0537,0.0339,0.0257,0.033
"AGO",0.1636,0.0447,0.0359,0.0286,0.0273
"AGO",0.1591,0.0488,0.033,0.0261,0.033
"AGO",0.1576,0.0442,0.0341,0.0273,0.0287
"AGO",0.1619,0.0533,0.0362,0.023,0.0269
"AGO",0.1604,0.0463,0.0333,0.0255,0.028
"AGO",0.1636,0.0537,0.0332,0.0224,0.0305
"AGO",0.1583,0.0498,0.0349,0.0256,0.0284
"AGO",0.1649,0.0475,0.0367,0.028,0.0318
"AGO",0.1643,0.0487,0.0397,0.0265,0.0272
"AGO",0.1591,0.0525,0.0377,0.027,0.0281
"AGO",0.1569,0.0449,0.037,0.026,0.0292
"AGO",0.1539,0.0507,0.0352,0.0264,0.031
"AGO",0.1632,0.0532,0.0332,0.0259,0.0309
"AGO",0.16,0.0451,0.036,0.0237,0.0301
"AGO",0.1622,0.0498,0.0357,0.0233,0.0304
"AGO",0.1571,0.0469,0.0333,0.0242,0.0258
"AGO",0.1613,0.0477,0.0342,0.0271,0.0312
"AGO",0.1636,0.0469,0.0343,0.0247,0.0326
"AGO",0.16,0.0524,0.0319,0.0236,0.0328
"AGO",0.1539,0.0504,0.0323,0.0286,0.0302
"AGO",0.1642,0.0499,0.0363,0.0255,0.0301
"AGO",0.1655,0.0493,0.0372,0.0254,0.0319
"AGO",0.1703,0.0459,0.0343,0.0245,0.0354
"AGO",0.1539,0.0484,0.0326,0.0267,0.0294
"AGO",0.1635,0.0506,0.0397,0.0278,0.0315
"AGO",0.1576,0.049,0.0326,0.0248,0.0271
"AGO",0.158,0.0421,0.0361,0.0242,0.0269
"AGO",0.1564,0.0445,0.0319,0.0254,0.0285
"AGO",0.1563,0.0446,0.0336,0.0241,0.0314
"AGO",0.1562,0.0432,0.0365,0.0285,0.0328
"AGO",0.167,0.0524,0.0361,0.0273,0.0323
"AGO",0.1644,0.0479,0.0371,0.0245,0.0312
"AGO",0.1693,0.0517,0.0357,0.0232,0.028
"AGO",0.1587,0.0457,0.0338,0.0231,0.0288
"AGO",0.1613,0.0485,0.036,0.0274,0.0286
"AGO",0.1564,0.0455,0.0337,0.0246,0.0295
"AGO",0.1583,0.0485,0.0358,0.0248,0.0294
"AGO",0.1608,0.0457,0.0367,0.0248,0.0298
"AGO",0.1616,0.0487,0.0374,0.0256,0.0286
"AGO",0.1597,0.0466,0.0341,0.0217,0.0314
"AGO",0.1645,0.0453,0.0346,0.0252,0.0289
"AGO",0.1586,0.0522,0.0324,0.0279,0.0277
"AGO",0.1646,0.0467,0.0332,0.027,0.0311
"AGO",0.1639,0.0517,0.0354,0.0246,0.0295
"AGO",0.1558,0.048,0.034,0.0249,0.0279
"AGO",0.164,0.0469,0.0369,0.0259,0.0327
"AGO",0.1562,0.0472,0.033,0.026,0.0286
"AGO",0.1495,0.0446,0.0358,0.0249,0.0323
"AGO",0.1589,0.0474,0.0384,0.0252,0.0315
"AGO",0.1647,0.0531,0.0365,0.0263,0.0311
"AGO",0.1565,0.0493,0.0313,0.0232,0.0296
"AGO",0.1551,0.0473,0.0314,0.0255,0.0295
"AGO",0.1639,0.0488,0.0365,0.0276,0.0327
"AGO",0.1615,0.0532,0.0398,0.0253,0.0331
"AGO",0.1606,0.0481,0.0336,0.0255,0.0313
"AGO",0.1629,0.0466,0.0326,0.0268,0.0321
"AGO",0.1669,0.0503,0.036,0.0243,0.0321
"AGO",0.1596,0.0487,0.0332,0.0278,0.034
"AGO",0.1558,0.0495,0.0367,0.0251,0.0297
"AGO",0.1622,0.0481,0.0363,0.0252,0.0317
"AGO",0.1694,0.0507,0.0343,0.0274,0.0303
"AGO",0.1628,0.0489,0.0367,0.0253,0.0331
"AGO",0.1574,0.048,0.0327,0.0264,0.0292
"AGO",0.1541,0.0481,0.0349,0.0245,0.0346
"AGO",0.1669,0.0424,0.0306,0.0241,0.0296
"AGO",0.1537,0.0471,0.0328,0.0245,0.0286
"AGO",0.1623,0.0449,0.0355,0.0251,0.0306
"AGO",0.1618,0.0426,0.0371,0.0266,0.029
"AGO",0.1638,0.048,0.0348,0.0266,0.0316
"AGO",0.1616,0.048,0.0347,0.0269,0.0287
"AGO",0.1593,0.0483,0.0353,0.0255,0.0311
"AGO",0.1619,0.0457,0.0323,0.0241,0.029
"AGO",0.1647,0.0468,0.0355,0.0253,0.0292
"AGO",0.1614,0.0516,0.0338,0.0271,0.0332
"AGO",0.1604,0.0523,0.0331,0.0255,0.0286
"AGO",0.1664,0.0485,0.0322,0.0241,0.0307
"AGO",0.1615,0.0477,0.0363,0.028,0.0307
"AGO",0.1688,0.0468,0.0362,0.0258,0.0338
"AGO",0.1587,0.0453,0.0335,0.0262,0.0246
"AGO",0.1628,0.0491,0.0364,0.0251,0.0284
"AGO",0.1664,0.0521,0.0373,0.0252,0.0284
"AGO",0.159,0.0487,0.0344,0.0248,0.0285
"AGO",0.1615,0.0458,0.0358,0.0279,0.0307
"AGO",0.1575,0.0484,0.0346,0.0268,0.028
"AGO",0.1641,0.05,0.0352,0.0229,0.0308
"AGO",0.1598,0.0529,0.0374,0.0266,0.0315
"AGO",0.1604,0.0473,0.0338,0.022,0.0302
"AGO",0.1602,0.0512,0.0331,0.0255,0.0293
"AGO",0.1531,0.0459,0.0317,0.0257,0.0286
"AGO",0.1629,0.049,0.0338,0.0252,0.0348
"AGO",0.158,0.0468,0.0375,0.0242,0.0261
"AGO",0.1642,0.0494,0.0339,0.0238,0.0319
"AGO",0.1532,0.0546,0.0335,0.0257,0.0289
"AGO",0.1666,0.0457,0.0366,0.0263,0.0279
"AGO",0.1661,0.0478,0.0344,0.0297,0.032
"AGO",0.1584,0.0538,0.0353,0.0224,0.0308
"AGO",0.1638,0.0546,0.038,0.0246,0.0307
"AGO",0.1558,0.0477,0.0317,0.0258,0.0295
"AGO",0.1616,0.0482,0.0388,0.0249,0.0291
"AGO",0.1625,0.048,0.0364,0.0227,0.0303
"AGO",0.1572,0.0483,0.0331,0.0247,0.0298
"AGO",0.1622,0.0472,0.0342,0.026,0.0322
"AGO",0.1624,0.0495,0.0332,0.0285,0.0306
"AGO",0.155,0.0475,0.0382,0.0244,0.0279
"AGO",0.167,0.0484,0.0326,0.027,0.0291
"AGO",0.1645,0.0474,0.0332,0.0242,0.0275
"AGO",0.1616,0.0514,0.0367,0.0252,0.033
"AGO",0.1591,0.0463,0.0379,0.0236,0.0311
"AGO",0.1661,0.0434,0.0337,0.028,0.0281
"AGO",0.1652,0.0513,0.0351,0.0256,0.0277
"AGO",0.1571,0.0487,0.0338,0.0244,0.0289
"AGO",0.1659,0.0484,0.0374,0.0252,0.0333
"AGO",0.1603,0.0453,0.0333,0.0277,0.0266
"AGO",0.1552,0.0463,0.0331,0.0237,0.0292
"AGO",0.1676,0.0482,0.0375,0.0247,0.033
"AGO",0.1583,0.0425,0.0352,0.0249,0.0299
"AGO",0.1654,0.0486,0.0381,0.0252,0.0303
"AGO",0.1576,0.0441,0.034,0.024,0.0276
"AGO",0.1589,0.0491,0.0387,0.027,0.0282
"AGO",0.1591,0.0445,0.0318,0.0257,0.0282
"AGO",0.157,0.049,0.032,0.0261,0.0288
"AGO",0.162,0.0529,0.0363,0.0243,0.031
"AGO",0.165,0.0456,0.0312,0.0224,0.0295
"AGO",0.165,0.0477,0.0341,0.0265,0.0315
"AGO",0.1613,0.048,0.0321,0.0245,0.029
"AGO",0.1648,0.042,0.0355,0.0253,0.0276
"AGO",0.1715,0.0447,0.0319,0.0256,0.0324
"AGO",0.1647,0.0549,0.0362,0.0244,0.033
"AGO",0.1622,0.0489,0.0357,0.0237,0.0307
"AGO",0.1592,0.0517,0.0318,0.0254,0.0297
"AGO",0.1645,0.0461,0.0361,0.0283,0.033
"AGO",0.16,0.0514,0.033,0.0262,0.0306
"ALB",0.1897,0.0599,0.0438,0.032,0.0366
"ALB",0.1949,0.0623,0.0388,0.032,0.0364
"ALB",0.1886,0.0647,0.0459,0.0395,0.0384
"ALB",0.1895,0.0544,0.0438,0.0309,0.0372
"ALB",0.1849,0.0559,0.0405,0.0306,0.0324
"ALB",0.1937,0.0608,0.0424,0.0327,0.0374
"ALB",0.1825,0.0577,0.0424,0.0299,0.0357
"ALB",0.1907,0.0604,0.0457,0.0333,0.0375
"ALB",0.19,0.056,0.0431,0.0302,0.0402
"ALB",0.1913,0.0551,0.044,0.0282,0.0371
"ALB",0.1902,0.0576,0.0451,0.0287,0.035
"ALB",0.1851,0.0589,0.045,0.032,0.039
"ALB",0.1943,0.0617,0.0434,0.0337,0.0386
"ALB",0.1934,0.0631,0.0454,0.0313,0.0369
"ALB",0.1892,0.0568,0.0442,0.0333,0.0361
"ALB",0.1921,0.0602,0.0417,0.0291,0.0363
"ALB",0.1867,0.0588,0.0421,0.0303,0.037
"ALB",0.1928,0.0594,0.0411,0.0293,0.0392
"ALB",0.1875,0.0642,0.0401,0.0314,0.0387
"ALB",0.1862,0.0578,0.0459,0.0294,0.038
"ALB",0.1933,0.0581,0.0464,0.0381,0.0341
"ALB",0.1877,0.0585,0.0477,0.0327,0.0377
"ALB",0.1933,0.0553,0.0448,0.0336,0.0388
"ALB",0.1811,0.0558,0.0431,0.0315,0.0369
"ALB",0.1853,0.0575,0.0424,0.0346,0.0421
"ALB",0.1792,0.0598,0.0439,0.0331,0.0341
"ALB",0.1984,0.0543,0.0434,0.0353,0.0364
"ALB",0.1932,0.0619,0.0421,0.0335,0.0393
"ALB",0.1921,0.0614,0.0384,0.0329,0.0343
"ALB",0.1863,0.0597,0.0405,0.0337,0.0344
"ALB",0.1819,0.0544,0.0404,0.0321,0.0332
"ALB",0.1838,0.0559,0.0436,0.0332,0.0333
"ALB",0.192,0.0616,0.0437,0.0319,0.0387
"ALB",0.1855,0.0572,0.0443,0.0337,0.0363
"ALB",0.1873,0.067,0.0425,0.029,0.037
"ALB",0.1894,0.0562,0.0433,0.0304,0.0361
"ALB",0.1818,0.0579,0.0425,0.0313,0.0357
"ALB",0.1858,0.0595,0.0486,0.0304,0.0382
"ALB",0.192,0.0608,0.0444,0.0303,0.0394
"ALB",0.1852,0.057,0.0443,0.0304,0.032
"ALB",0.1885,0.0633,0.0437,0.0339,0.0388
"ALB",0.1835,0.0616,0.0436,0.031,0.0395
"ALB",0.1897,0.0615,0.0421,0.0358,0.0332
"ALB",0.1884,0.0562,0.0464,0.0335,0.0343
"ALB",0.1861,0.057,0.0473,0.032,0.0364
"ALB",0.1823,0.0586,0.0423,0.0282,0.0402
"ALB",0.1922,0.0534,0.0423,0.0319,0.0374
"ALB",0.1881,0.0595,0.0436,0.0324,0.0384
"ALB",0.1846,0.0614,0.0467,0.0315,0.0322
"ALB",0.1896,0.0527,0.0402,0.0304,0.0372
"ALB",0.1958,0.0553,0.0411,0.0317,0.0412
"ALB",0.1862,0.0533,0.041,0.0315,0.0357
"ALB",0.196,0.0578,0.042,0.0321,0.0413
"ALB",0.1839,0.0623,0.0416,0.0293,0.0343
"ALB",0.1891,0.0599,0.0457,0.0306,0.0394
"ALB",0.1906,0.058,0.0434,0.0318,0.0362
"ALB",0.1904,0.0601,0.0461,0.0324,0.0381
"ALB",0.1957,0.0603,0.0471,0.0333,0.0384
"ALB",0.1842,0.0573,0.0433,0.0346,0.0373
"ALB",0.1913,0.0606,0.0443,0.0324,0.0398
"ALB",0.1843,0.0611,0.0409,0.0309,0.0352
"ALB",0.1868,0.0638,0.0421,0.0282,0.033
"ALB",0.1847,0.0572,0.0437,0.0307,0.037
"ALB",0.1923,0.0586,0.0448,0.0338,0.0363
"ALB",0.1902,0.058,0.0436,0.0342,0.0419
"ALB",0.1896,0.0649,0.0415,0.029,0.0348
"ALB",0.1926,0.0572,0.0474,0.0322,0.0342
"ALB",0.1819,0.0597,0.0424,0.0322,0.0394
"ALB",0.1827,0.0583,0.0432,0.0341,0.0354
"ALB",0.1813,0.0571,0.0472,0.0343,0.0356
"ALB",0.179,0.0537,0.0408,0.0307,0.0419
