"country","code","region","income","pop","gdp_pc_ppp","poorest_share","poorer_share","middle_share","richer_share","richest_share","cases_richest","cases_richer","cases_middle","cases_poorer","cases_poorest","notif_richest","notif_richer","notif_middle","notif_poorer","notif_poorest","untreated_richest","untreated_richer","untreated_middle","untreated_poorer","untreated_poorest","oop_treated_richest_und","oop_treated_richer_und","oop_treated_middle_und","oop_treated_poorer_und","oop_treated_poorest_und","nm_treated_richest_und","nm_treated_richer_und","nm_treated_middle_und","nm_treated_poorer_und","nm_treated_poorest_und","ind_treated_richest_und","ind_treated_richer_und","ind_treated_middle_und","ind_treated_poorer_und","ind_treated_poorest_und","total_treated_richest_und","total_treated_richer_und","total_treated_middle_und","total_treated_poorer_und","total_treated_poorest_und","oop_untreated_richest_und","oop_untreated_richer_und","oop_untreated_middle_und","oop_untreated_poorer_und","oop_untreated_poorest_und","nm_untreated_richest_und","nm_untreated_richer_und","nm_untreated_middle_und","nm_untreated_poorer_und","nm_untreated_poorest_und","ind_untreated_richest_und","ind_untreated_richer_und","ind_untreated_middle_und","ind_untreated_poorer_und","ind_untreated_poorest_und","total_untreated_richest_und","total_untreated_richer_und","total_untreated_middle_und","total_untreated_poorer_und","total_untreated_poorest_und","oop_richest_und","oop_richer_und","oop_middle_und","oop_poorer_und","oop_poorest_und","nm_richest_und","nm_richer_und","nm_middle_und","nm_poorer_und","nm_poorest_und","ind_richest_und","ind_richer_und","ind_middle_und","ind_poorer_und","ind_poorest_und","total_richest_und","total_richer_und","total_middle_und","total_poorer_und","total_poorest_und","oop_treated_richest_d","oop_treated_richer_d","oop_treated_middle_d","oop_treated_poorer_d","oop_treated_poorest_d","nm_treated_richest_d","nm_treated_richer_d","nm_treated_middle_d","nm_treated_poorer_d","nm_treated_poorest_d","ind_treated_richest_d","ind_treated_richer_d","ind_treated_middle_d","ind_treated_poorer_d","ind_treated_poorest_d","total_treated_richest_d","total_treated_richer_d","total_treated_middle_d","total_treated_poorer_d","total_treated_poorest_d","oop_untreated_richest_d","oop_untreated_richer_d","oop_untreated_middle_d","oop_untreated_poorer_d","oop_untreated_poorest_d","nm_untreated_richest_d","nm_untreated_richer_d","nm_untreated_middle_d","nm_untreated_poorer_d","nm_untreated_poorest_d","ind_untreated_richest_d","ind_untreated_richer_d","ind_untreated_middle_d","ind_untreated_poorer_d","ind_untreated_poorest_d","total_untreated_richest_d","total_untreated_richer_d","total_untreated_middle_d","total_untreated_poorer_d","total_untreated_poorest_d","oop_richest_d","oop_richer_d","oop_middle_d","oop_poorer_d","oop_poorest_d","nm_richest_d","nm_richer_d","nm_middle_d","nm_poorer_d","nm_poorest_d","ind_richest_d","ind_richer_d","ind_middle_d","ind_poorer_d","ind_poorest_d","total_richest_d","total_richer_d","total_middle_d","total_poorer_d","total_poorest_d","cc_treated_richest","cc_treated_richer","cc_treated_middle","cc_treated_poorer","cc_treated_poorest","oop_treated_richest","oop_treated_richer","oop_treated_middle","oop_treated_poorer","oop_treated_poorest","cc_untreated_richest","cc_untreated_richer","cc_untreated_middle","cc_untreated_poorer","cc_untreated_poorest","oop_untreated_richest","oop_untreated_richer","oop_untreated_middle","oop_untreated_poorer","oop_untreated_poorest","cc_richest","cc_richer","cc_middle","cc_poorer","cc_poorest","oop_richest","oop_richer","oop_middle","oop_poorer","oop_poorest"
"Fiji","FJI","WPR","UMIC",928784,16032.25741,0.084,0.129,0.168,0.0023,0.6168,24.67238853817,29.76301332155,35.7733125729901,40.5653744859196,47.8415843535304,-11.9255500579202,-14.3861347145798,-33.40718645831,-33.6069798037302,-28.36833708734,36.5979385960846,44.1491480361211,69.180499031299,74.172354289645,76.2099214408702,-1922.502599356,-1603.56384359801,-2638.98386991702,-2222.340285432,-1987.20994784801,-10573.1300669401,-10180.20569738,-19227.0377032,-17534.138158912,-12540.530861666,-7045.10647139302,-5696.08904252097,-7379.53905610304,-4548.87607936401,-2001.82815124199,-19540.73913769,-17479.8585834997,-29245.5606292202,-24305.3545237,-16529.5689607561,5716.963552676,4864.9386004599,5420.864827932,4859.4764472724,5303.39453739399,32799.0494538931,31417.7887118003,39679.582474943,38529.635188352,33613.533658765,22217.963954197,17709.7385350002,15252.170171288,10046.675906795,5406.061249855,60733.976960767,53992.46584726,60352.617474164,53435.787542418,44322.989446013,3794.46095332,3261.37475686299,2781.88095801498,2637.13616184,3316.18458954501,22225.9193869501,21237.58301443,20452.54477173,20995.49702944,21073.0027971,15172.857482805,12013.6494924789,7872.63111518504,5497.79982743098,3404.23309861298,41193.2378230803,36512.60726377,31107.0568449399,29130.43301872,27793.42048526,-1594.80888790102,-1338.685793465,-1936.6349823093,-1630.16913962939,-1458.6936749732,-8881.20339788496,-8539.90941703902,-14113.9748458699,-12870.47624057,-9209.60760281299,-5953.20083112898,-4793.78967020899,-5422.10475814503,-3344.59367598701,-1473.3567286012,-16429.2131169199,-14672.3848807099,-21472.714586322,-17845.239056187,-12141.6580063871,3685.87817709703,3136.1778892183,3469.7196636205,3083.4604172969,3286.8135473492,21134.7529237432,20248.7801658366,25388.367959795,24443.190440483,20826.668180556,14320.4994646685,11418.0445385299,9762.2338037822,6375.9185609436,3350.9018652384,39141.1305655092,34803.0025935847,38620.321427197,33902.569418724,27464.383593143,2091.06928919698,1797.49209575303,1533.08468131101,1453.291277667,1828.119872376,12253.549525858,11708.870748797,11274.393113925,11572.714199913,11617.0605777419,8367.29863354005,6624.25486832001,4340.12904563599,3031.32488495597,1877.54513663799,22711.9174486001,20130.61771287,17147.6068408801,16057.33036254,15322.7255867601,-3.55640929940796,-4.66790370076501,-12.891442948947,-16.70947076398,-19.4262116370001,-0.152154382644401,-0.166775408889102,-0.456096260012401,-0.673787888220296,-2.34828993916702,10.9258814036793,14.3505307130137,26.70557625398,36.894643980782,52.1909049072299,0.471926865613077,0.51444721647098,0.94501611911304,1.4879814480663,6.30688275171799,7.36947210427201,9.68262701224899,13.814133305032,20.1851732168,32.7646932702301,0.319772482968702,0.3476718075819,0.488919859100701,0.814193559845997,3.95859281255099
"Gabon","GAB","AFR","UMIC",2538952,21509.52279,0.084,0.108,0.157,0.0023,0.6487,706.208076347299,851.919154547599,1023.9544589556,1161.1196474833,1369.38963989839,-2084.2396881203,-2514.2784010087,-2561.72381932229,-2593.731953371,-2184.3154681715,2790.4477644676,3366.1975555565,3585.6782782779,3754.8516008543,3553.7051080699,-393187.437491461,-336161.90878008,-242903.05713649,-205281.22108775,-184345.65611524,-1000604.3884894,-959436.3295558,-788278.098826101,-725385.017403699,-518142.722853291,-2257690.0783813,-1789474.8428421,-992617.2062774,-615610.57354865,-271475.17503452,-3651481.9043622,-3085073.08117799,-2023798.3622401,-1546276.8120401,-973963.554003,524989.97424575,449677.50009086,340742.51089186,298431.84012151,300096.5868505,1342449.07598868,1283651.0924455,1100755.65657556,1047648.5525694,839687.396291601,3020524.9118926,2392660.8644602,1389494.9533814,893179.358173979,441676.759534149,4887963.9621269,4125989.4569965,2830993.1208488,2239259.7508649,1581460.7426763,131802.53675429,113515.59131077,97839.4537553703,93150.6190337595,115750.93073527,341844.687499199,324214.762889702,312477.557749499,322263.535165701,321544.673438299,762834.8335113,603186.021618098,396877.7471039,277568.784625303,170201.5844997,1236482.05776489,1040916.37581851,807194.758608796,692982.938824803,607497.188673198,-249003.50556761,-212966.63768374,-153940.5344173,-130127.2886871,-116780.83259406,-634343.093223479,-608027.300683379,-499439.34479531,-459531.87104776,-328164.48004563,-1430003.8209418,-1133461.3860932,-628933.54733799,-390190.62267671,-172030.07836232,-2313350.4197329,-1954455.3244603,-1282313.4265506,-979849.7824116,-616975.39100202,317994.15555845,272394.1944202,205172.65000218,178916.69897775,177391.89399615,813405.12741732,777815.72850383,663056.32496722,628258.46278997,496500.361551911,1829411.90661452,1449261.15495705,836748.66824156,535557.12352046,261158.52367477,2960811.1895903,2499471.077881,1704977.643211,1342732.2852882,935050.779222801,68990.6499908501,59427.55673646,51232.1155848801,48789.4102906398,60611.0614020796,179062.034193801,169788.427820502,163616.980171898,168726.591742201,168335.8815063,399408.085672699,315799.768863898,207815.1209036,145366.500843799,89128.4453124497,647460.769857399,545015.7534208,422664.216660403,362882.502876699,318075.388220802,-576.61792042794,-733.7362435184,-847.338731014099,-1094.6508697793,-1334.2739006031,-32.105434170017,-34.891042332553,-41.202089705044,-60.6111922481671,-201.36955041355,772.04905125165,982.42957308568,1185.92928306615,1584.8296737412,2171.1808627885,42.985239935758,46.733194183986,57.663534524592,87.706884246211,327.27581343263,195.431130823699,248.693329567301,338.590552052101,490.178803961906,836.9069621854,10.879805765742,11.842151851434,16.46144481955,27.0956919980499,125.90626301908
"Ghana","GHA","AFR","LMIC",34427414,8027.168423,0.084,0.096,0.148,0.0022,0.6698,14083.345364209,16989.145377571,20419.908474114,23155.284614209,27308.647242622,-22253.3364963837,-23375.405538062,-23270.1375196691,-22605.4503378031,-19327.7093634663,36336.6818605929,40364.5509156328,43690.045993783,45760.734952012,46636.356606088,-10097045.4886919,-7578152.5651909,-5379481.7778095,-4338103.0416503,-3959344.8626388,-21958791.6450271,-18236799.0931536,-14547336.370455,-12880020.7625089,-9345451.8503391,-25296688.137921,-17379019.9938012,-9418651.3898493,-5648717.9780798,-2524768.5925876,-57352525.27164,-43193971.652146,-29345469.538114,-22866841.782239,-15829565.3055655,16523514.3986733,13068263.2782337,10045866.3790616,8739867.2953541,9516360.1060074,35677271.581095,31389875.4464845,27292156.4288687,26020185.473393,22449514.685205,41030934.8973102,29886586.449351,17624626.682907,11338199.3118373,6040639.7279987,93231720.877079,74344725.174069,54962649.490837,46098252.080584,38006514.51921,6426468.9099814,5490110.7130429,4666384.601252,4401764.2537038,5557015.24336861,13718479.936068,13153076.353331,12744820.058414,13140164.710884,13104062.834866,15734246.75939,12507566.45555,8205975.29305801,5689481.3337575,3515871.13541099,35879195.60544,31150753.521924,25617179.952723,23231410.298345,22176949.213645,-6385649.1463575,-4789871.7446119,-3398256.2203282,-2740923.9453037,-2502320.5484814,-13874052.0586834,-11526330.4653955,-9197375.7438767,-8140321.1496082,-5906064.638832,-15980230.4338786,-10982038.5275618,-5952415.7968642,-3568064.2827799,-1595333.28561233,-36239931.63892,-27298240.737569,-18548047.7610691,-14449309.3776917,-10003718.4729257,9778251.9631701,7687792.4255243,5861283.8541772,5064282.0708712,5435387.3788162,21113734.3349577,18467890.4280902,15924215.6141348,15076149.2334424,12821833.3853839,24281803.1491823,17581953.808764,10282816.6841739,6569958.33361251,3450551.1393669,55173789.447311,43737636.662379,32068316.152486,26710389.637926,21707771.903567,3392602.8168126,2897920.68091241,2463027.633849,2323358.1255676,2933066.8303348,7239682.276274,6941559.962695,6726839.87025821,6935828.08383399,6915768.74655201,8301572.71530299,6599915.28120171,4330400.8873096,3001894.0508327,1855217.8537546,18933857.808391,16439395.924809,13520268.391417,12261080.260235,11704053.430642,-10415.5031878531,-11894.020365528,-13288.9520972516,-15059.9396841963,-15449.2497136732,-1697.7817758534,-1633.27000124563,-1756.5556811227,-2250.26754615123,-4361.6605016106,17004.259000817,20535.7942590944,24946.1656243501,30493.136165868,37275.82057012,2777.51585878632,2824.86475567796,3299.1239521855,4559.8854337152,10537.743199888,6588.75581296381,8641.773893566,11657.213527099,15433.196481672,21826.570856447,1079.7340829329,1191.5947544323,1542.5682710629,2309.617887564,6176.0826982774
"Guinea","GIN","AFR","LMIC",14754785,4579.101873,0.084,0.131,0.173,0.0023,0.6097,12092.2342789591,14587.210694057,17532.930623956,19881.577786382,23447.735730351,5179.78793704939,-7985.0140772736,-8475.9090971712,-7928.75965795839,-6875.772700712,6912.44634191009,22572.2247713306,26008.8397211282,27810.3374443404,30323.508431064,2264925.4450647,-2463248.2115175,-1858452.1224621,-1446283.9453569,-1341307.7445723,2839656.9057016,-3564659.1484901,-3016270.72676349,-2539580.4659925,-1882345.1902999,6857410.79123099,-6697994.7626196,-3871570.3175795,-2244726.9164265,-1015308.7565325,11961993.141998,-12725902.122628,-8746293.166805,-6230591.327776,-4238961.6914047,3026149.57011318,6981797.68219405,5710752.33717943,5084496.0265118,5903126.3027066,3826525.21209606,9946511.27414844,9196130.93940542,8917571.2016428,8241522.4155878,8716342.64551197,19115350.3597445,12048737.331979,7912010.7336054,4519234.0609207,15569017.4277213,36043659.3160869,26955620.6085639,21914077.9617601,18663882.7792152,5291075.0151778,4518549.4706767,3852300.2147174,3638212.0811549,4561818.5581343,6666182.1177976,6381852.1256583,6179860.2126419,6377990.73565029,6359177.2252879,15573753.436744,12417355.5971244,8177167.01439939,5667283.8171789,3503925.3043883,27531010.569719,23317757.19346,18209327.441759,15683486.633984,14424921.08781,882117.4358005,-1861993.4136388,-1393294.9920481,-1085175.33513269,-1005345.89852966,1098760.2092283,-2684346.8342003,-2258604.2887233,-1905242.0698928,-1409765.4257214,2704809.7672336,-5080186.5986357,-2915961.3792499,-1686093.3793875,-763275.38179498,4685687.41226199,-9626526.84647501,-6567860.6600214,-4676510.7844128,-3178386.7060461,1945836.55082129,4276701.31008505,3452091.86779422,3029530.21230002,3443347.7508108,2462763.3610693,6093601.05605305,5560333.00586144,5313473.5066589,4807536.8745902,5617687.06821218,11716342.9866263,7286375.67221233,4714501.76524336,2635743.85747261,10026286.9801027,22086645.3527643,16298800.5458679,13057505.4842023,10886628.4828735,2827953.9866217,2414707.8964462,2058796.8757461,1944354.8771673,2438001.852281,3561523.5702977,3409254.2218528,3301728.717138,3408231.4367662,3397771.4488687,8322496.83544581,6636156.3879906,4370414.2929624,3028408.385856,1872468.4756776,14711974.392365,12460118.50629,9730939.8858466,8380994.69978951,7708241.7768275,1601.8237973328,-2599.1519582441,-3099.7454668381,-3642.3178934735,-4469.3543428736,340.1136784152,-476.84681920852,-553.021218130851,-691.787556382431,-1473.2505247351,2143.07610344374,7345.76564746751,9507.5383359147,12774.6994319392,19706.8742819219,444.607492939227,1346.73586647292,1695.33148496338,2427.23900059266,6500.2537306782,3744.8999007766,4746.6136892234,6407.7928690767,9132.38153846571,15237.519939049,784.72117135443,869.88904726441,1142.31026683253,1735.4514442102,5027.0032059431
"Gambia","GMB","AFR","LIC",2759988,3445.251592,0.084,0.116,0.157,0.0022,0.6408,1780.178426164,2147.4805380386,2581.1396077982,2926.8996148215,3451.8975010429,996.059665003899,-1020.5730133387,-1132.9383579349,-1047.4639452526,-912.4150936895,784.118761160146,3168.05355137731,3714.07796573304,3974.36356007418,4364.3125947324,467904.12911347,-350419.160021041,-275657.41627739,-212720.40238463,-197796.101704,544145.77187928,-435369.46673607,-390387.15439414,-327391.867008,-241976.9268632,1341225.5280074,-900060.3432039,-544664.070085471,-307837.77199116,-140731.7772386,2353275.4290002,-1685848.9699611,-1210708.640757,-847950.041383822,-580504.80580579,387155.008498331,1085401.15925986,901862.644230625,806341.8742177,946230.23259696,420370.433826288,1361052.97573869,1283646.81614576,1242676.31656735,1161794.34239858,1022880.35636347,2776770.14363957,1775283.42911906,1165406.63102796,671058.64902106,1830405.79868808,5223224.27863811,3960792.88949545,3214424.82181302,2779083.22401663,855059.1376118,734981.99923883,626205.22795325,593621.47183307,748434.13089296,964516.20570558,925683.50900261,893259.66175162,915284.449559361,919817.41553538,2364105.8843709,1876709.8004356,1230619.35903358,857568.8590368,530326.87178248,4183681.2276883,3537375.3086771,2750084.2487385,2366474.7804292,2198578.4182108,204819.15705151,-273787.81128165,-211909.85798477,-163536.04964091,-152103.20874475,241117.64359544,-341311.8360282,-300527.60571052,-251985.71477247,-186405.09023027,594436.914380901,-703174.03341641,-418502.72408609,-236752.49505315,-108148.748671711,1040373.7150279,-1318273.6807263,-930940.187781391,-652274.25946654,-446657.04764673,254693.054206208,668793.826152083,548450.585228362,482582.748302506,554327.40746192,277321.554238348,838874.567484409,780644.519051825,743910.15598518,680774.06399474,676059.050287241,1711733.25795588,1079875.45567355,697671.17113154,393179.38715014,1208073.6587318,3219401.65159237,2408970.55995374,1924164.07541923,1628280.85860681,459512.21125771,395006.01487045,336540.72724359,319046.69866159,402224.19871718,518439.19783379,497562.731456209,480116.91334131,491924.44121271,494368.97376447,1270495.96466814,1008559.22453946,661372.73158746,460918.6760784,285030.63847843,2248447.3737597,1901127.9708661,1478030.3721723,1271889.81595273,1181623.81096008,362.31741155618,-391.02689077872,-482.11632219717,-542.85259326459,-631.13374545231,88.7182876663601,-83.7891019290199,-99.90638505111,-120.72330637573,-232.04550665112,285.028821004786,1213.71645231379,1579.68761566556,2058.83110799769,3019.00048001448,70.1551568775766,260.211058547057,327.922997784303,458.292737097429,1110.20485826585,647.34623256098,822.68956153506,1097.57129346838,1515.9785147331,2387.8667345622,158.87344454394,176.42195661804,228.0166127332,337.56943072169,878.15935161473
"Equatorial Guinea","GNQ","AFR","UMIC",1892516,17566.76003,0.064,0.106,0.152,0.223,0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala","GTM","AMR","UMIC",18406359,14368.66012,0.046,0.093,0.14,0.214,0.507,557.967457278299,673.0922236521,809.015479952101,917.388230184399,1081.9401264135,320.199973722601,310.133943042201,23.0957716208977,23.030689178202,19.5028580791004,237.767483555712,362.958280609816,785.91970833126,894.35754100622,1062.4372683344,172379.05305911,120716.692763439,6906.25875187013,5659.56054907944,5389.86383979023,611687.498389702,469583.674818501,26994.4688111991,23783.0275075026,18561.2937492002,528322.522084303,335799.766089801,13460.3381835986,8899.03454005066,3800.08430259023,1312389.07353299,926100.133671798,47361.0657467023,38341.6225965992,27751.2418916002,130600.171218423,138581.484721242,213918.82083511,204028.23631913,259027.05881128,458480.297956666,553432.489180325,961301.380307861,992057.212987369,998148.281647399,400873.288863789,400379.599763784,468776.08590902,326872.59955922,204052.86384716,989953.758038876,1092393.57366535,1643996.28705199,1522958.0488657,1461228.2043058,302979.22427753,259298.17748468,220825.079587,209687.79686821,264416.922651069,1070167.7963463,1023016.1639989,988295.849119101,1015840.2404948,1016709.5753966,929195.810947999,736179.3658536,482236.4240926,335771.634099239,207852.948149759,2302342.83157189,2018493.7073371,1691357.3527987,1561299.6714622,1488979.4461974,82513.5800788403,53288.3768817,-14590.8041691598,-12240.8917874596,-10953.8435236402,293222.729870401,205673.160414502,-67625.7085462008,-61589.2361846007,-43453.4335430395,252690.2564376,146668.667964,-32873.80932042,-19714.8392944196,-8853.92392912996,628426.566386901,405630.205260299,-115090.322035801,-93544.9672665,-63261.2009957992,84580.9577398197,89734.6295891293,136383.529026825,127879.84048029,156772.58873774,297068.02685249,358634.005516779,612698.55896999,621793.38142956,604145.133484108,259715.88330786,259304.525905923,298815.73181983,204911.67223389,123482.96413137,641364.867900174,707673.161011832,1047897.81981666,954584.89414374,884400.686353199,167094.53781865,143023.00647083,121792.72485767,115638.94869284,145818.74521411,590290.7567228,564307.165931303,545072.850423802,560204.1452449,560691.699941002,512406.1397455,405973.1938699,265941.922499409,185196.832939469,114629.04020223,1269791.434287,1113303.3662721,932807.497780897,861039.926877197,821139.4853574,133.7706294158,142.29820152924,12.2060041028999,14.3793827502013,15.2065792091998,16.66148392957,14.850142737562,1.24385047742999,1.70923821852011,3.76992143888037,99.6694076899851,166.096120758935,411.63031305232,562.5461613495,830.255212367601,12.3392674361687,17.1554692027053,41.316624209162,63.8879730809711,201.91999907267,233.44003710578,308.394322288181,423.836317155301,576.9255440997,845.461791576698,29.000751365739,32.005611940268,42.5604746865902,65.5972112995,205.689920511541
"Indonesia","IDN","SEAR","UMIC",283487931,16448.27552,0.079,0.118,0.154,0.21,0.439,824152.113769489,994198.44589237,1194965.42168805,1355038.61236214,1598091.84303533,95123.2486634399,38396.4649951905,-3731.98229514994,-3708.28105433006,-3144.31841121009,729028.865106045,955801.980897168,1198697.40398319,1358746.89341647,1601236.16144654,16414744.368711,5072117.768062,-611678.396646976,-833812.100608051,-133454.515299976,59948632.33319,21299550.7494597,-1844227.44449997,-2977183.21746016,-338046.919219971,82502028.1756697,20443790.55442,-2820586.88562012,-599815.980676055,-293557.242448032,158865404.87757,46815459.0719404,-5276492.72675991,-4410811.29874992,-765058.676980019,143664538.206498,133694161.610228,118684645.97136,112022465.806175,140643677.406039,445617375.335093,464186220.610441,467901502.666559,480029343.569084,480910505.27805,609492586.917215,526143829.907935,359708762.568768,251294463.518281,155227724.026168,1198774500.4588,1124024212.1286,946294911.20668,843346272.89354,776781906.71026,160079282.575209,138766279.37829,118072967.574714,111188653.705567,140510222.89074,505566007.66828,485485771.3599,466057275.22206,477052160.35163,480572458.35883,691994615.09288,546587620.46236,356888175.68314,250694647.53761,154934166.78372,1357639905.33637,1170839671.20055,941018418.479919,838935461.5948,776016848.03328,-375744.989057004,-5509138.93603498,-6337003.35735101,-5426899.153429,-4554609.56034598,3575349.36397004,-17281795.09659,-24795663.7254801,-23095020.029048,-15611109.2046421,5092251.30247021,-21703044.1270401,-19860131.821427,-11509907.6585,-5119926.73646,8291855.67738008,-44493978.1596704,-50992798.9042602,-40031826.8409801,-25285645.5014501,89139733.914214,82452461.8202917,71803380.328971,67087960.210951,82466652.339431,276741564.972942,286477293.041793,283210353.487595,287578944.487196,282041734.435016,378502863.193997,324697302.558641,217698876.013047,150483493.907591,91013800.339597,744384162.081155,693627057.420726,572712609.82961,505150398.605733,455522187.11404,88763988.925157,76943322.884256,65466376.97162,61661061.057521,77912042.779085,280316914.33691,269195497.9452,258414689.76212,264483924.45814,266430625.23038,383595114.49646,302994258.4316,197838744.19162,138973586.24909,85893873.603137,752676017.758541,649133079.26105,521719810.92535,465118571.76476,430236541.61259,31162.0363634299,13552.6083470699,-1424.81079572998,-1996.11387958983,-2309.52786805015,2135.4351397971,775.18386400929,-123.732129865006,-123.509082033008,-312.055324174988,240083.758279932,339345.807687396,489420.916001304,691741.20673351,1097844.68448058,16430.5699950795,19503.0147978279,27894.8948255385,44918.8355490499,179716.649978524,271245.79464337,352898.41603447,487996.10520557,689745.09285391,1095535.15661253,18566.0051348771,20278.198661837,27771.162695673,44795.326467017,179404.59465435
"India","IND","SEAR","LMIC",1450935791,11158.88092,0.082,0.142,0.175,0.219,0.382,219458.0166588,264738.530006001,318199.440416399,360824.271874797,425545.3094781,152806.9735246,-44965.5968706999,-70466.7601864003,-68324.0814740993,-58458.3932743501,66651.0431341474,309704.126876735,388666.20060278,429148.35334898,484003.702752398,35410873.0771899,-7608899.16862988,-8168248.56885004,-6722285.04823017,-6184568.79182005,81738960.0467701,-18774632.2979298,-24564120.5125999,-21562433.0519896,-15471899.3177199,123682861.575069,-23245676.9059906,-20160279.2597899,-11594702.26544,-5280553.597821,240832694.698999,-49629208.3726006,-52892648.3412504,-39879420.3656702,-26937021.7073593,16729586.8716712,52653879.484677,46697484.218829,43057488.619563,51723052.45328,35003301.5103159,130385959.39921,131749395.68936,131641777.9651,126021834.76121,52404075.3693512,162884637.002774,111917166.377237,75835747.46769,44864147.7483259,104136963.751338,345924475.88666,290364046.28543,250535014.05236,222609034.96282,52140459.9488602,45044980.31604,38529235.6499801,36335203.5713298,45538483.6614602,116742261.55709,111611327.10128,107185275.17676,110079344.91311,110549935.443501,176086936.944429,139638960.096789,91756887.1174502,64241045.20225,39583594.1505101,344969658.450399,296295267.514099,237471397.944199,210655593.686701,195672013.255461,17931817.4460101,-8507743.58148003,-7783931.30959201,-6361781.16659808,-5829705.36921406,41749994.9219899,-21014210.3737502,-22797041.9408798,-20013214.83516,-14431021.06936,63225298.28162,-26179845.7862101,-18987523.41587,-11072652.3611898,-5010416.43563604,122907110.64963,-55701799.7414293,-49568496.6663399,-37447648.3629298,-25271142.8742104,10663201.7311156,33218824.5761426,28924972.289025,26299111.543174,30816556.537897,22328558.9177111,82265766.359983,81606569.4592899,80408192.84917,75095620.8652201,33407913.3119356,102798762.182797,69332357.2670361,46329520.499858,26731581.512364,66399673.9607622,218283353.118923,179863899.01535,153036824.89221,132643758.91548,28595019.17712,24711080.9946699,21141040.97943,19937330.37658,24986851.16868,64078553.8397002,61251555.9862299,58809527.5184102,60394978.01402,60664599.7958498,96633211.5935602,76618916.3965898,50344833.8511596,35256868.13867,21721165.07672,189306784.61043,162581553.377491,130295402.349,115589176.52927,107372616.04126,41195.8081132998,-12876.01752079,-23345.3082158002,-29547.5447927602,-36887.5802447293,4709.896551557,-1246.50224066799,-2194.32672218297,-2989.86075128702,-7988.86358023994,18009.1279163717,88569.9945997981,128727.5650175,185505.14494382,305227.25423427,2073.4704808949,8671.7720026403,12202.083706908,18818.184294921,66180.99415188,59204.93602966,75693.9770790101,105382.2568017,155957.60015106,268339.6739896,6783.36703245196,7425.26976197201,10007.756984725,15828.323543633,58192.1305716401
"Iran","IRN","EMR","UMIC",91567738,18441.55775,0.07,0.117,0.16,0.22,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
