"country","code","region","income","pop","gdp_pc_ppp","poorest_share","poorer_share","middle_share","richer_share","richest_share","cases_richest","cases_richer","cases_middle","cases_poorer","cases_poorest","notif_richest","notif_richer","notif_middle","notif_poorer","notif_poorest","untreated_richest","untreated_richer","untreated_middle","untreated_poorer","untreated_poorest","oop_treated_richest_und","oop_treated_richer_und","oop_treated_middle_und","oop_treated_poorer_und","oop_treated_poorest_und","nm_treated_richest_und","nm_treated_richer_und","nm_treated_middle_und","nm_treated_poorer_und","nm_treated_poorest_und","ind_treated_richest_und","ind_treated_richer_und","ind_treated_middle_und","ind_treated_poorer_und","ind_treated_poorest_und","total_treated_richest_und","total_treated_richer_und","total_treated_middle_und","total_treated_poorer_und","total_treated_poorest_und","oop_untreated_richest_und","oop_untreated_richer_und","oop_untreated_middle_und","oop_untreated_poorer_und","oop_untreated_poorest_und","nm_untreated_richest_und","nm_untreated_richer_und","nm_untreated_middle_und","nm_untreated_poorer_und","nm_untreated_poorest_und","ind_untreated_richest_und","ind_untreated_richer_und","ind_untreated_middle_und","ind_untreated_poorer_und","ind_untreated_poorest_und","total_untreated_richest_und","total_untreated_richer_und","total_untreated_middle_und","total_untreated_poorer_und","total_untreated_poorest_und","oop_richest_und","oop_richer_und","oop_middle_und","oop_poorer_und","oop_poorest_und","nm_richest_und","nm_richer_und","nm_middle_und","nm_poorer_und","nm_poorest_und","ind_richest_und","ind_richer_und","ind_middle_und","ind_poorer_und","ind_poorest_und","total_richest_und","total_richer_und","total_middle_und","total_poorer_und","total_poorest_und","oop_treated_richest_d","oop_treated_richer_d","oop_treated_middle_d","oop_treated_poorer_d","oop_treated_poorest_d","nm_treated_richest_d","nm_treated_richer_d","nm_treated_middle_d","nm_treated_poorer_d","nm_treated_poorest_d","ind_treated_richest_d","ind_treated_richer_d","ind_treated_middle_d","ind_treated_poorer_d","ind_treated_poorest_d","total_treated_richest_d","total_treated_richer_d","total_treated_middle_d","total_treated_poorer_d","total_treated_poorest_d","oop_untreated_richest_d","oop_untreated_richer_d","oop_untreated_middle_d","oop_untreated_poorer_d","oop_untreated_poorest_d","nm_untreated_richest_d","nm_untreated_richer_d","nm_untreated_middle_d","nm_untreated_poorer_d","nm_untreated_poorest_d","ind_untreated_richest_d","ind_untreated_richer_d","ind_untreated_middle_d","ind_untreated_poorer_d","ind_untreated_poorest_d","total_untreated_richest_d","total_untreated_richer_d","total_untreated_middle_d","total_untreated_poorer_d","total_untreated_poorest_d","oop_richest_d","oop_richer_d","oop_middle_d","oop_poorer_d","oop_poorest_d","nm_richest_d","nm_richer_d","nm_middle_d","nm_poorer_d","nm_poorest_d","ind_richest_d","ind_richer_d","ind_middle_d","ind_poorer_d","ind_poorest_d","total_richest_d","total_richer_d","total_middle_d","total_poorer_d","total_poorest_d","cc_treated_richest","cc_treated_richer","cc_treated_middle","cc_treated_poorer","cc_treated_poorest","oop_treated_richest","oop_treated_richer","oop_treated_middle","oop_treated_poorer","oop_treated_poorest","cc_untreated_richest","cc_untreated_richer","cc_untreated_middle","cc_untreated_poorer","cc_untreated_poorest","oop_untreated_richest","oop_untreated_richer","oop_untreated_middle","oop_untreated_poorer","oop_untreated_poorest","cc_richest","cc_richer","cc_middle","cc_poorer","cc_poorest","oop_richest","oop_richer","oop_middle","oop_poorer","oop_poorest"
"Bhutan","BTN","SEAR","LMIC",791524,16253.96295,0.088,0.078,0.125,0.228,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China","CHN","WPR","UMIC",1408975000,27104.87027,0.074,0.114,0.157,0.219,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DRC","COD","AFR","LIC",109276265,1709.732077,0.055,0.096,0.137,0.219,0.493,226925.11294351,273746.30344694,329026.23041259,373101.37899991,440024.56089838,118774.33079249,-52748.82146478,-55283.5674919202,-50215.2798834201,-44039.8627811901,108150.78215101,326495.124911717,384309.797904504,423316.65888333,484064.42367957,18335608.057093,-5957752.84900099,-4425077.380804,-3359571.124881,-3067765.9254812,36960259.462617,-14607662.570377,-12188266.591355,-9984433.75322902,-7481868.78130198,100414017.239,-29462258.981902,-16989611.5300019,-9540254.36873597,-4286887.2138,155709884.75871,-50027674.4012799,-33602955.5021601,-22884259.246845,-14836521.920585,16535630.7870014,35879149.3399021,30065594.8435809,27776005.6094914,33574742.499216,37017851.0566525,85203797.741147,80364908.123553,80039608.836979,77641942.9635701,90327606.7576705,180731622.368971,116409032.119007,78746847.835061,47145326.302921,143881088.601324,301814569.45002,226839535.08614,186562462.281532,158362011.765707,34871238.844094,29921396.490902,25640517.462777,24416434.484611,30506976.573735,73978110.5192689,70596135.17077,68176641.532198,70055175.0837501,70160074.182266,190741623.99667,151269363.38707,99419420.589005,69206593.4663261,42858439.089122,299590973.36003,251786895.04874,193236579.58398,163678203.03468,143525489.84513,8276831.146126,-5408756.73341,-4010251.6387075,-3049304.1801409,-2804352.1975675,16415639.756995,-13076050.70335,-10915916.754541,-8953891.32845199,-6697882.068744,45377694.623718,-26949956.5864379,-15452586.345935,-8654002.90470198,-3924100.63729881,70070165.52684,-45434764.023198,-30378754.739184,-20657198.413294,-13426334.90361,10214070.4046471,21274005.2065806,17605233.4247283,15994975.9183517,18980050.4243916,22809617.5542036,50508643.1811681,47067217.1085131,46102587.33949,43901215.178248,55774665.3001184,107170574.738366,68175832.2056807,45353121.387321,26652258.0203698,88798353.2589692,178953223.126114,132848282.738922,107450684.645162,89533523.62301,18490901.550774,15865248.473171,13594981.786021,12945671.738211,16175698.226824,39225257.311198,37432592.477817,36151300.353972,37148696.011038,37203333.109505,101152359.923837,80220618.151927,52723245.859746,36699118.482619,22728157.383071,158868518.78581,133518459.10292,102469527.999738,86793486.2318679,76107188.7194,49588.3641089309,-23702.170533158,-27317.3896542541,-28812.4771721479,-31464.483396073,4217.5258573742,-1683.558207857,-1969.4208480101,-2430.2442003842,-6093.74773038799,45166.7317276897,146151.944243782,189369.972493689,242707.959457862,345814.23302631,3810.36082464642,10412.2547859971,13633.5886002519,20631.5885903744,66787.858004375,94755.095836621,122449.773710624,162052.58283943,213895.48228572,314349.74963024,8027.88668202059,8728.69657814009,11664.1677522419,18201.34438999,60694.110273987
"Congo","COG","AFR","LMIC",6332961,7026.362024,0.042,0.082,0.132,0.219,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","COL","AMR","UMIC",52886363,21494.60027,0.034,0.072,0.115,0.219,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cabo Verde","CPV","AFR","LMIC",524877,11261.77065,0.057,0.097,0.143,0.216,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominican Republic","DOM","AMR","UMIC",11427557,27541.18357,0.062,0.11,0.156,0.223,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ecuador","ECU","AMR","UMIC",18135478,15840.26686,0.047,0.093,0.142,0.221,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Egypt","EGY","EMR","LMIC",116538258,19094.14494,0.097,0.135,0.169,0.214,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eritrea","ERI","AFR","LIC",3535603,1742.32363,0.09,0.1095,0.1471,0.0021,0.6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
